B	alpha
10.0991	1.1272
10.0991	1.1272
10.0978	1.12682
10.0985	1.12708
10.0984	1.12698
10.0986	1.12704
10.0984	1.12698
10.0984	1.12698
10.0982	1.12707
10.0975	1.12689
10.0983	1.12703
10.0984	1.12698
10.0978	1.127
10.0977	1.127
10.0962	1.12654
10.0963	1.12662
10.0963	1.12662
10.096	1.12657
10.096	1.12657
10.0963	1.12654
10.0952	1.12648
10.0964	1.12663
10.0965	1.12671
10.0976	1.1269
10.0976	1.1269
10.0976	1.12692
10.0976	1.12692
10.0979	1.127
10.0969	1.12676
10.0974	1.12679
10.0974	1.12679
10.0972	1.12685
10.0979	1.12699
10.0979	1.12699
10.0982	1.12704
10.0986	1.12711
10.0986	1.12711
10.0986	1.12711
10.0981	1.12707
10.0986	1.12713
10.0988	1.12727
10.099	1.12727
10.099	1.12727
10.099	1.12727
10.0988	1.1272
10.0984	1.12712
10.0984	1.1272
10.098	1.12702
10.098	1.12702
10.098	1.12701
10.0968	1.12672
10.0968	1.12672
10.0968	1.12672
10.0968	1.12672
10.0972	1.1268
10.0975	1.12695
10.0975	1.12695
10.0975	1.12695
10.0968	1.12673
10.0968	1.12673
10.0963	1.12657
10.0975	1.12686
10.0975	1.12686
10.0959	1.12654
10.0959	1.1266
10.0959	1.1266
10.0958	1.12654
10.0958	1.12654
10.0958	1.12654
10.0958	1.12654
10.096	1.12657
10.0961	1.12662
10.0962	1.12664
10.0963	1.12665
10.096	1.1266
10.0966	1.12668
10.0963	1.12669
10.096	1.12672
10.0965	1.12678
10.0972	1.12679
10.0972	1.12679
10.0972	1.12679
10.0969	1.12675
10.0969	1.12675
10.0969	1.12675
10.0979	1.12698
10.0979	1.12698
10.0975	1.12696
10.0984	1.12707
10.098	1.12713
10.098	1.12711
10.0969	1.12687
10.0971	1.12687
10.0963	1.12668
10.0963	1.12664
10.0963	1.12664
10.0963	1.12668
10.0963	1.12668
10.0963	1.12668
10.0967	1.12673
10.0966	1.1267
10.0967	1.1268
10.097	1.1269
10.0976	1.12688
10.0979	1.12707
10.0976	1.127
10.0976	1.127
10.0975	1.12693
10.0972	1.12697
10.0973	1.12689
10.097	1.12675
10.0966	1.12672
10.0958	1.12648
10.097	1.1268
10.0966	1.12678
10.097	1.12687
10.0966	1.1267
10.0966	1.1267
10.0962	1.12658
10.0965	1.12665
10.0969	1.1268
10.0963	1.12668
10.0968	1.12679
10.098	1.12702
10.0977	1.12712
10.0984	1.12712
10.0985	1.1271
10.098	1.12702
10.0979	1.12706
10.0979	1.12706
10.0979	1.12706
10.0979	1.12706
10.0976	1.12695
10.0975	1.12692
10.0975	1.12697
10.0978	1.12704
10.0988	1.12717
10.0985	1.12721
10.0983	1.12717
10.0983	1.12717
10.0983	1.12714
10.0983	1.12714
10.0994	1.12733
10.0994	1.12733
10.0996	1.12744
10.0996	1.12744
10.0992	1.12735
10.0992	1.12735
10.0992	1.12735
10.0992	1.12735
10.0989	1.12732
10.0989	1.12732
10.0981	1.12709
10.0981	1.12709
10.0994	1.1273
10.0993	1.12727
10.0983	1.12718
10.0993	1.12737
10.0993	1.12737
10.1001	1.12749
10.101	1.12777
10.1009	1.12769
10.1008	1.12767
10.1008	1.12776
10.1006	1.12767
10.1002	1.12765
10.1008	1.12776
10.1008	1.12776
10.1008	1.12776
10.1007	1.12774
10.1009	1.12774
10.1009	1.12774
10.1009	1.12777
10.1002	1.12754
10.1001	1.1276
10.1001	1.1276
10.1	1.12756
10.0996	1.12742
10.0995	1.12746
10.0999	1.12746
10.1003	1.12756
10.1008	1.12769
10.1002	1.12761
10.1004	1.12761
10.0999	1.12755
10.1001	1.12757
10.1001	1.12757
10.0997	1.12752
10.1004	1.12763
10.1004	1.12769
10.0997	1.12742
10.0993	1.12737
10.0993	1.12737
10.0995	1.12733
10.0996	1.12739
10.0996	1.12739
10.0994	1.12744
10.0995	1.1274
10.0992	1.12734
10.0991	1.1274
10.0998	1.12758
10.0995	1.12748
10.0993	1.12743
10.099	1.12732
10.0982	1.12703
10.0983	1.12718
10.0983	1.12718
10.0981	1.12721
10.0974	1.12704
10.0982	1.12706
10.0982	1.12716
10.0981	1.12717
10.097	1.12691
10.097	1.12691
10.0972	1.12689
10.0972	1.12689
10.0972	1.12695
10.0971	1.12695
10.0966	1.12677
10.0966	1.12677
10.097	1.12686
10.0959	1.12676
10.0966	1.12685
10.097	1.12688
10.0972	1.12694
10.0964	1.12681
10.0971	1.12697
10.0971	1.12697
10.0973	1.12697
10.0974	1.12701
10.0982	1.12709
10.0975	1.12701
10.0973	1.12691
10.0974	1.12691
10.0971	1.12695
10.0976	1.12702
10.0979	1.12707
10.0984	1.12722
10.0984	1.12722
10.0982	1.12722
10.0988	1.12727
10.0983	1.12726
10.099	1.12739
10.0984	1.12721
10.099	1.12728
10.0988	1.1273
10.0987	1.12733
10.0995	1.12738
10.0993	1.12731
10.099	1.12741
10.0994	1.12736
10.0998	1.1275
10.0991	1.12741
10.0991	1.12732
10.0993	1.12739
10.0995	1.12751
10.0995	1.12751
10.0995	1.12751
10.0995	1.12746
10.0989	1.12733
10.0989	1.12733
10.0989	1.12733
10.0989	1.12733
10.0996	1.12738
10.0993	1.12737
10.0995	1.12749
10.099	1.12735
10.099	1.12735
10.099	1.1274
10.0986	1.12728
10.0989	1.12734
10.0989	1.12734
10.0992	1.12751
10.0992	1.12751
10.0992	1.12751
10.0992	1.1275
10.1004	1.12772
10.1004	1.12772
10.1001	1.12766
10.0999	1.12768
10.0996	1.1276
10.0996	1.1276
10.0996	1.1276
10.0993	1.12754
10.0993	1.12746
10.0994	1.12754
10.0992	1.12754
10.0991	1.12751
10.0992	1.1275
10.0992	1.1275
10.0992	1.1275
10.0988	1.12733
10.0995	1.12751
10.1002	1.1277
10.0999	1.12764
10.1006	1.12772
10.1001	1.12774
10.1	1.12765
10.1	1.12765
10.1	1.12765
10.1	1.12765
10.0998	1.12766
10.099	1.1274
10.099	1.12742
10.0988	1.12732
10.0988	1.12732
10.0982	1.12717
10.0982	1.12717
10.0995	1.12749
10.0995	1.12753
10.0995	1.12753
10.0999	1.12758
10.1006	1.12779
10.1011	1.12792
10.1011	1.12792
10.1015	1.12799
10.102	1.12808
10.102	1.12808
10.1017	1.128
10.1017	1.12804
10.1015	1.12797
10.1015	1.12797
10.1015	1.12797
10.1009	1.12784
10.1009	1.12784
10.101	1.12787
10.1008	1.1278
10.1016	1.12796
10.1019	1.12812
10.1018	1.12821
10.1011	1.12775
10.1009	1.12775
10.1005	1.12764
10.1004	1.12777
10.1005	1.12776
10.1005	1.12769
10.1	1.12768
10.1	1.12768
10.1003	1.12772
10.1005	1.12778
10.1008	1.12776
10.1006	1.1278
10.1	1.12772
10.1004	1.12779
10.0999	1.1276
10.0999	1.1276
10.0998	1.12762
10.0998	1.12761
10.099	1.12748
10.0995	1.12758
10.0999	1.1276
10.0993	1.12746
10.0992	1.12742
10.0992	1.12742
10.0987	1.12728
10.0991	1.12737
10.0991	1.1274
10.0991	1.1274
10.0993	1.12745
10.0993	1.12744
10.0998	1.12756
10.0998	1.12756
10.0994	1.12746
10.0993	1.1275
10.0993	1.1275
10.0992	1.12745
10.0989	1.12735
10.0981	1.12723
10.0981	1.12723
10.0981	1.12721
10.0975	1.12711
10.0977	1.12703
10.0982	1.12712
10.0976	1.1271
10.0978	1.1271
10.0974	1.12699
10.0977	1.12706
10.0979	1.12719
10.0982	1.12729
10.0974	1.12708
10.097	1.12698
10.0978	1.12718
10.0969	1.12705
10.0969	1.12705
10.0968	1.127
10.0974	1.1271
10.0974	1.1271
10.0974	1.12711
10.097	1.12698
10.0969	1.12699
10.0968	1.12689
10.0964	1.12678
10.0961	1.12688
10.0963	1.12686
10.0963	1.12686
10.0957	1.12666
10.0952	1.1266
10.0952	1.1266
10.0952	1.1266
10.0947	1.1264
10.0945	1.1264
10.0945	1.1264
10.0948	1.12636
10.0947	1.12631
10.0942	1.12632
10.0942	1.12632
10.0942	1.12632
10.0951	1.12652
10.0949	1.12651
10.0949	1.12649
10.095	1.12651
10.095	1.12651
10.095	1.1265
10.0951	1.12646
10.0949	1.1264
10.0952	1.1266
10.0952	1.12657
10.0951	1.12652
10.0956	1.12674
10.0954	1.12675
10.0964	1.12694
10.0964	1.12683
10.0965	1.12693
10.096	1.12679
10.096	1.12679
10.0969	1.12698
10.0962	1.12689
10.0955	1.12659
10.0955	1.12659
10.0965	1.1268
10.0958	1.12672
10.095	1.12664
10.0947	1.12641
10.0955	1.12659
10.0956	1.12657
10.096	1.12669
10.0954	1.12661
10.0957	1.12661
10.0962	1.12667
10.0965	1.12686
10.0967	1.12685
10.0967	1.12685
10.0967	1.12685
10.0963	1.12675
10.0961	1.12667
10.0953	1.12644
10.0957	1.12664
10.0957	1.12664
10.0956	1.12663
10.0965	1.12673
10.0958	1.12668
10.0965	1.12684
10.0965	1.12684
10.0968	1.12691
10.0968	1.12691
10.0971	1.1269
10.0971	1.12691
10.0967	1.12681
10.0974	1.12699
10.0974	1.12703
10.0981	1.12717
10.0982	1.12723
10.0982	1.12723
10.0982	1.12723
10.0982	1.12723
10.0982	1.12723
10.0986	1.12727
10.0977	1.12703
10.0978	1.12714
10.098	1.12709
10.098	1.12709
10.0976	1.12721
10.0981	1.12725
10.0981	1.12725
10.0981	1.12717
10.0981	1.12717
10.0981	1.12717
10.0981	1.12717
10.0984	1.12727
10.0986	1.1272
10.0991	1.12741
10.0992	1.12749
10.0994	1.12739
10.0983	1.12732
10.0987	1.12713
10.098	1.12707
10.0971	1.12698
10.0965	1.12677
10.0962	1.12675
10.0968	1.12679
10.0963	1.12676
10.0962	1.12672
10.096	1.12664
10.096	1.12664
10.096	1.12664
10.096	1.12664
10.096	1.12664
10.096	1.12658
10.096	1.12668
10.0964	1.1268
10.0964	1.1268
10.0962	1.12668
10.0957	1.12668
10.096	1.12672
10.096	1.12672
10.0965	1.12671
10.0962	1.12672
10.0967	1.12686
10.097	1.12684
10.0973	1.12695
10.0978	1.12713
10.0983	1.12712
10.0985	1.12727
10.0985	1.12727
10.0993	1.12735
10.0991	1.1273
10.0986	1.12735
10.0994	1.12747
10.0999	1.12759
10.0993	1.12748
10.0996	1.12746
10.0997	1.12751
10.0995	1.12745
10.0995	1.12745
10.0997	1.12746
10.0994	1.12748
10.0992	1.1274
10.0994	1.12745
10.0994	1.12745
10.0985	1.12726
10.0985	1.12726
10.0982	1.12707
10.0973	1.127
10.0976	1.127
10.0975	1.12699
10.0977	1.12703
10.0978	1.12712
10.0985	1.12712
10.0986	1.12724
10.0986	1.12724
10.0985	1.12722
10.0987	1.12733
10.0982	1.12719
10.0988	1.1273
10.0986	1.12727
10.0984	1.12732
10.0991	1.12736
10.0983	1.12719
10.098	1.12708
10.0988	1.12724
10.0988	1.12724
10.0977	1.12697
10.0978	1.127
10.0975	1.12695
10.0973	1.12706
10.0978	1.12697
10.0971	1.12687
10.0975	1.12694
10.0965	1.12684
10.0965	1.12684
10.0965	1.12684
10.0963	1.12662
10.0959	1.12666
10.0959	1.12666
10.0967	1.12672
10.0967	1.12681
10.0974	1.12693
10.0974	1.12693
10.0977	1.12704
10.097	1.12683
10.0974	1.1269
10.0976	1.12697
10.0978	1.1271
10.0978	1.1271
10.0976	1.1271
10.0976	1.12696
10.0975	1.12692
10.0974	1.12697
10.0979	1.1271
10.0972	1.12685
10.0972	1.12685
10.0975	1.12698
10.0981	1.12711
10.0981	1.12711
10.0979	1.12694
10.0985	1.12712
10.0986	1.12729
10.0995	1.12735
10.0995	1.12757
10.0998	1.12752
10.0998	1.12752
10.0998	1.12752
10.0993	1.12735
10.0993	1.12735
10.0985	1.12723
10.0977	1.12703
10.0974	1.12708
10.0973	1.12706
10.0974	1.12694
10.0974	1.12694
10.097	1.12679
10.097	1.12679
10.0965	1.12683
10.095	1.12644
10.095	1.12639
10.0944	1.12634
10.0956	1.12646
10.0955	1.12651
10.0955	1.12657
10.095	1.1263
10.0947	1.12633
10.0946	1.12616
10.0942	1.12622
10.0957	1.12645
10.096	1.12646
10.0957	1.12643
10.0959	1.12646
10.0959	1.12646
10.0959	1.1265
10.0962	1.12656
10.0967	1.12675
10.0967	1.12675
10.097	1.12677
10.097	1.12677
10.097	1.12677
10.097	1.12677
10.097	1.12677
10.0965	1.12653
10.0971	1.12672
10.0964	1.12665
10.0975	1.12692
10.0975	1.12692
10.0982	1.12702
10.0987	1.12706
10.0985	1.12718
10.099	1.12734
10.1007	1.12769
10.1005	1.1275
10.1012	1.12787
10.1013	1.12781
10.1013	1.12781
10.1013	1.12781
10.1013	1.12781
10.1016	1.1278
10.1015	1.12791
10.1015	1.12789
10.1015	1.12789
10.1023	1.12802
10.1023	1.12799
10.1025	1.12803
10.1027	1.12813
10.1029	1.12827
10.1031	1.12828
10.1034	1.12828
10.1034	1.12828
10.1035	1.12836
10.1035	1.12836
10.1039	1.12831
10.1045	1.12853
10.1044	1.1284
10.1044	1.1285
10.1039	1.12837
10.1039	1.12828
10.1032	1.12821
10.1033	1.12818
10.1032	1.12812
10.1025	1.12798
10.1013	1.12779
10.1004	1.12758
10.1004	1.12758
10.1004	1.12758
10.0993	1.12725
10.099	1.1272
10.099	1.1272
10.0976	1.12695
10.0986	1.12708
10.0986	1.12708
10.0983	1.12699
10.0983	1.12699
10.0994	1.12733
10.0994	1.12733
10.0994	1.12733
10.0994	1.12733
10.0997	1.12726
10.1	1.12744
10.1	1.12744
10.1011	1.1277
10.1021	1.128
10.1015	1.12792
10.1017	1.12797
10.1018	1.12794
10.1016	1.12796
10.1014	1.12787
10.1022	1.12802
10.1025	1.12795
10.103	1.12817
10.103	1.12817
10.103	1.12817
10.1028	1.12814
10.1032	1.12812
10.1036	1.12835
10.1047	1.12848
10.1045	1.12852
10.1047	1.1286
10.1047	1.1286
10.1057	1.12882
10.1057	1.12882
10.1047	1.12857
10.1047	1.12857
10.1048	1.12856
10.1053	1.12867
10.1048	1.12862
10.1043	1.1285
10.1043	1.1285
10.1043	1.1285
10.1043	1.1285
10.1036	1.12833
10.1036	1.12833
10.1042	1.12835
10.1035	1.1283
10.1035	1.1283
10.1038	1.1284
10.1038	1.1284
10.1041	1.12841
10.1041	1.12841
10.1041	1.12841
10.1044	1.12847
10.1055	1.12876
10.1043	1.1285
10.1031	1.12825
10.1031	1.12825
10.1031	1.12825
10.1031	1.12825
10.1023	1.12802
10.102	1.12797
10.1019	1.12795
10.1008	1.1277
10.1002	1.12756
10.0998	1.12746
10.0993	1.12725
10.0998	1.12745
10.0997	1.1273
10.0995	1.12736
10.0995	1.12736
10.0997	1.12742
10.0997	1.12742
10.1003	1.12753
10.1005	1.12765
10.1014	1.12782
10.1009	1.12766
10.1003	1.12747
10.1002	1.12747
10.1002	1.12747
10.1002	1.12747
10.1002	1.12747
10.1003	1.12749
10.1002	1.12747
10.1011	1.12768
10.1011	1.1278
10.1001	1.12764
10.1001	1.12753
10.1009	1.12777
10.1012	1.12772
10.1003	1.12758
10.1008	1.12757
10.1003	1.12741
10.1002	1.12747
10.1002	1.12747
10.0998	1.1275
10.1	1.12753
10.0998	1.12746
10.0997	1.12749
10.0997	1.12749
10.1	1.12742
10.1005	1.12764
10.1007	1.12772
10.0997	1.12745
10.0997	1.12745
10.0997	1.12745
10.1	1.12752
10.1002	1.1276
10.1002	1.12763
10.1005	1.12756
10.0999	1.12758
10.1	1.12752
10.1002	1.12748
10.1002	1.12748
10.0994	1.12728
10.0994	1.12728
10.0997	1.1275
10.0996	1.12738
10.0997	1.12749
10.1001	1.12742
10.1003	1.12765
10.1004	1.12768
10.1006	1.12764
10.1006	1.12764
10.1008	1.12768
10.1008	1.12768
10.1009	1.12777
10.1008	1.12775
10.1019	1.12798
10.1011	1.12773
10.1014	1.12783
10.1012	1.12777
10.101	1.12769
10.1009	1.12768
10.1011	1.12776
10.1013	1.12772
10.1013	1.12778
10.1013	1.12778
10.1014	1.12784
10.1015	1.12787
10.1015	1.1278
10.1015	1.1277
10.1015	1.12781
10.1015	1.12781
10.1014	1.12773
10.1012	1.12763
10.1004	1.12749
10.1016	1.12781
10.1016	1.12774
10.101	1.12757
10.101	1.12757
10.1011	1.12769
10.1007	1.12755
10.1006	1.12758
10.1004	1.12747
10.1006	1.12751
10.101	1.12752
10.1016	1.12781
10.1016	1.12781
10.1006	1.12752
10.1006	1.12752
10.1006	1.12752
10.1005	1.12756
10.1015	1.12771
10.1017	1.12779
10.1008	1.12754
10.1008	1.12754
10.1001	1.12748
10.1001	1.12748
10.1	1.12738
10.1	1.12738
10.0999	1.12745
10.1003	1.12736
10.1018	1.12777
10.1017	1.12775
10.1017	1.12775
10.1017	1.12776
10.1017	1.12776
10.1018	1.1278
10.1015	1.12772
10.1015	1.12772
10.1015	1.12772
10.1015	1.12772
10.1023	1.12796
10.1032	1.12808
10.1034	1.12818
10.1033	1.12815
10.1033	1.12815
10.1034	1.1282
10.1036	1.1282
10.1037	1.12825
10.1048	1.12855
10.1041	1.12842
10.1041	1.12842
10.1045	1.12849
10.1047	1.12854
10.1047	1.12847
10.1058	1.1288
10.1066	1.12899
10.1063	1.1289
10.1065	1.12888
10.1065	1.12888
10.1059	1.12874
10.1061	1.12886
10.1059	1.12878
10.1061	1.12882
10.1061	1.12882
10.1059	1.12874
10.1053	1.12866
10.1058	1.12876
10.1058	1.12876
10.1054	1.12874
10.1047	1.12857
10.1047	1.12854
10.1047	1.12854
10.105	1.12856
10.105	1.12856
10.1043	1.12848
10.1038	1.12828
10.1035	1.12831
10.1043	1.12847
10.1037	1.12837
10.1036	1.1284
10.1038	1.12823
10.1031	1.12818
10.1029	1.12819
10.1039	1.12827
10.1043	1.1284
10.1036	1.12829
10.1036	1.12829
10.1039	1.12838
10.1046	1.12849
10.1035	1.12838
10.1048	1.12858
10.1048	1.12859
10.1054	1.12871
10.1048	1.12861
10.1042	1.1285
10.1042	1.1285
10.1045	1.1284
10.1043	1.12845
10.1052	1.12864
10.106	1.12875
10.1045	1.12853
10.1045	1.12853
10.1039	1.12837
10.1039	1.1283
10.1038	1.12841
10.1032	1.12823
10.104	1.12836
10.1031	1.12814
10.1031	1.12818
10.1031	1.12818
10.1031	1.12818
10.1035	1.12825
10.1035	1.12825
10.1028	1.12816
10.1026	1.12807
10.1026	1.12807
10.1024	1.12796
10.1024	1.12795
10.1019	1.12781
10.1018	1.12782
10.1011	1.1277
10.1011	1.1277
10.1006	1.12759
10.1004	1.12749
10.1002	1.12751
10.1006	1.12758
10.0994	1.12727
10.0994	1.12735
10.0991	1.1272
10.1002	1.12753
10.1001	1.12747
10.1002	1.12752
10.1007	1.12754
10.1007	1.12754
10.1001	1.12736
10.1001	1.12743
10.0996	1.12728
10.0996	1.12728
10.0993	1.12732
10.0992	1.12725
10.0993	1.12725
10.0993	1.12725
10.0993	1.12725
10.0997	1.1273
10.0993	1.12721
10.0991	1.12726
10.0989	1.12719
10.0989	1.12719
10.0989	1.12719
10.0989	1.12719
10.0993	1.12718
10.0999	1.12743
10.1008	1.1276
10.1008	1.1276
10.1006	1.12744
10.1003	1.12753
10.1	1.12742
10.1	1.12742
10.1007	1.12762
10.0997	1.12738
10.0989	1.12705
10.0987	1.12712
10.0996	1.12732
10.0998	1.12735
10.0998	1.12751
10.1002	1.12748
10.1002	1.12735
10.0998	1.12734
10.0998	1.12734
10.0995	1.12725
10.0993	1.12718
10.0993	1.12721
10.1006	1.12751
10.1	1.1275
10.1005	1.12763
10.1005	1.12763
10.1005	1.12763
10.1005	1.12763
10.0999	1.12741
10.0997	1.12744
10.1003	1.12757
10.0997	1.12735
10.0997	1.12735
10.1006	1.12758
10.1009	1.12761
10.1009	1.12761
10.1006	1.12759
10.1007	1.12766
10.1004	1.12755
10.0996	1.12735
10.0993	1.12724
10.0991	1.1272
10.0999	1.12738
10.0995	1.12738
10.0995	1.12738
10.1002	1.12744
10.1008	1.12765
10.1008	1.12765
10.1008	1.12765
10.101	1.12771
10.1018	1.12787
10.1006	1.12779
10.1015	1.12781
10.1013	1.12775
10.1015	1.12773
10.1019	1.1279
10.1019	1.1279
10.102	1.12801
10.1024	1.12806
10.1032	1.12819
10.1032	1.12819
10.1027	1.12814
10.1025	1.1281
10.1032	1.12825
10.1032	1.12825
10.1036	1.12835
10.1024	1.12811
10.1024	1.12811
10.1023	1.12809
10.1023	1.12809
10.1026	1.12804
10.1021	1.12792
10.1016	1.12777
10.1016	1.12777
10.102	1.12791
10.1014	1.12773
10.1018	1.12781
10.1021	1.12789
10.1018	1.12792
10.1021	1.12792
10.1018	1.12795
10.1018	1.12795
10.1025	1.12797
10.1022	1.12808
10.1028	1.12801
10.102	1.12798
10.102	1.12787
10.1014	1.12783
10.1021	1.12797
10.1023	1.12787
10.1024	1.12791
10.1023	1.128
10.1022	1.12794
10.1022	1.12798
10.1022	1.12798
10.1022	1.12798
10.1022	1.12798
10.1022	1.12798
10.1017	1.1278
10.101	1.12777
10.1012	1.12769
10.1012	1.12776
10.1007	1.12758
10.0999	1.12739
10.1004	1.12747
10.0996	1.1274
10.0998	1.12736
10.1	1.12738
10.0999	1.12743
10.1004	1.12758
10.1008	1.12762
10.1002	1.12755
10.1002	1.12755
10.1006	1.12759
10.1006	1.12759
10.1006	1.12759
10.1006	1.12759
10.1007	1.12766
10.1007	1.12766
10.1011	1.1277
10.1011	1.1277
10.1003	1.12751
10.1006	1.12754
10.1011	1.12772
10.1011	1.12772
10.1008	1.12765
10.0989	1.12731
10.0982	1.1271
10.0982	1.1271
10.0982	1.1271
10.0985	1.12715
10.0988	1.12723
10.0988	1.12718
10.0997	1.12728
10.1002	1.12737
10.1003	1.12763
10.1004	1.12752
10.1001	1.12744
10.1001	1.12744
10.1001	1.12744
10.1005	1.1276
10.1006	1.12751
10.1004	1.12742
10.1003	1.12749
10.1007	1.12762
10.1006	1.12761
10.1012	1.12772
10.1012	1.12772
10.1012	1.12772
10.1029	1.12811
10.1022	1.12794
10.1017	1.12786
10.1018	1.12793
10.1016	1.12789
10.1027	1.12808
10.1027	1.12808
10.1033	1.12825
10.1021	1.128
10.1021	1.128
10.1015	1.12791
10.1019	1.12796
10.1019	1.12796
10.1019	1.12797
10.103	1.12809
10.103	1.12807
10.1032	1.12814
10.1027	1.12812
10.1026	1.12807
10.1031	1.12813
10.1031	1.12813
10.1023	1.12808
10.1023	1.12808
10.1023	1.12787
10.1019	1.12787
10.1014	1.12771
10.1012	1.12773
10.1005	1.12758
10.1007	1.1275
10.1013	1.12768
10.1003	1.1275
10.1002	1.12744
10.101	1.1276
10.1	1.12745
10.1	1.12745
10.1003	1.12754
10.1003	1.12752
10.1003	1.12752
10.1003	1.12752
10.1007	1.12751
10.1012	1.12769
10.1012	1.12769
10.1024	1.12793
10.1028	1.12805
10.1034	1.12812
10.1039	1.12838
10.1037	1.12832
10.1037	1.12832
10.1031	1.12823
10.102	1.12791
10.1014	1.12778
10.1013	1.1278
10.1011	1.12762
10.1008	1.1276
10.1004	1.12746
10.1006	1.12743
10.1004	1.12755
10.1004	1.12755
10.1003	1.12747
10.1003	1.12747
10.1003	1.12747
10.1003	1.12747
10.1001	1.12742
10.1005	1.12751
10.1009	1.12775
10.1009	1.12765
10.1011	1.12769
10.102	1.1279
10.1014	1.12781
10.1015	1.12784
10.1024	1.12792
10.1028	1.12811
10.1028	1.12811
10.1028	1.12804
10.1025	1.12809
10.1024	1.12788
10.1023	1.12804
10.1032	1.12813
10.1031	1.12823
10.1028	1.12816
10.1028	1.12816
10.103	1.12817
10.1028	1.12808
10.1035	1.12834
10.1035	1.12834
10.1036	1.12842
10.1046	1.12857
10.1043	1.12848
10.1043	1.12848
10.1043	1.12848
10.1043	1.12848
10.1048	1.1286
10.1036	1.12832
10.1033	1.12828
10.103	1.12822
10.1023	1.12792
10.1018	1.12787
10.1018	1.12787
10.1018	1.12791
10.1018	1.12797
10.1022	1.128
10.1022	1.12793
10.1016	1.1279
10.1014	1.12787
10.1014	1.12787
10.1015	1.12785
10.1015	1.12785
10.1012	1.1278
10.1015	1.12782
10.101	1.12766
10.1016	1.12795
10.1023	1.12808
10.1023	1.12808
10.1035	1.1283
10.1035	1.1283
10.1035	1.1283
10.1035	1.1283
10.1039	1.12857
10.1036	1.12837
10.1037	1.12841
10.1039	1.12836
10.104	1.1284
10.1037	1.12828
10.1018	1.12792
10.1018	1.12792
10.1017	1.12794
10.1017	1.1279
10.1013	1.1279
10.1013	1.1279
10.1017	1.12795
10.1017	1.12795
10.1026	1.12805
10.1023	1.128
10.1019	1.12791
10.1016	1.12782
10.1015	1.12788
10.1019	1.12782
10.1018	1.1279
10.1019	1.12794
10.101	1.12774
10.1015	1.12782
10.1015	1.12782
10.1011	1.12776
10.1008	1.12775
10.1011	1.12778
10.1011	1.12778
10.1012	1.12776
10.1013	1.12783
10.1013	1.12783
10.1007	1.12768
10.1009	1.12768
10.1009	1.12768
10.1009	1.12768
10.1015	1.12775
10.1013	1.12781
10.1017	1.12794
10.1024	1.12804
10.1019	1.12797
10.1021	1.12803
10.1021	1.12803
10.1018	1.12794
10.101	1.1277
10.1007	1.12761
10.0993	1.12741
10.0996	1.12745
10.0996	1.12745
10.0996	1.12745
10.1015	1.12779
10.1018	1.12786
10.1007	1.12773
10.1012	1.12779
10.1017	1.12788
10.1017	1.12788
10.1015	1.1278
10.1015	1.12775
10.1011	1.12788
10.1012	1.1278
10.1012	1.12776
10.1012	1.12777
10.1008	1.1277
10.1015	1.1278
10.1015	1.1278
10.1015	1.1278
10.1015	1.1278
10.1015	1.1278
10.1018	1.12793
10.1018	1.12793
10.1027	1.12803
10.1041	1.12839
10.1043	1.12847
10.103	1.12828
10.1033	1.12832
10.1028	1.12819
10.1028	1.12819
10.1021	1.12795
10.1021	1.12795
10.1018	1.128
10.1018	1.12802
10.1018	1.12802
10.1018	1.12802
10.1018	1.12802
10.1026	1.12811
10.103	1.12826
10.1029	1.12828
10.1026	1.12831
10.1016	1.12797
10.1011	1.12786
10.1012	1.12786
10.1012	1.12786
10.1015	1.1279
10.1017	1.12797
10.1024	1.12811
10.1013	1.12796
10.1007	1.12766
10.1	1.12754
10.1	1.12754
10.0997	1.12754
10.0997	1.12754
10.1002	1.12764
10.1006	1.12768
10.0999	1.12764
10.0999	1.12756
10.0999	1.12756
10.1004	1.12768
10.1005	1.12764
10.1005	1.12764
10.1006	1.12778
10.1005	1.12777
10.1008	1.12781
10.1008	1.12781
10.1007	1.12778
10.1013	1.12787
10.1015	1.1279
10.1018	1.12801
10.1013	1.12795
10.1018	1.12784
10.1006	1.12761
10.1009	1.1277
10.1003	1.12766
10.0999	1.1276
10.0999	1.1276
10.1001	1.12763
10.1001	1.12757
10.1001	1.12757
10.0996	1.12749
10.0987	1.12726
10.0987	1.12726
10.098	1.12715
10.097	1.12699
10.0969	1.12691
10.0974	1.127
10.0974	1.127
10.0974	1.12699
10.097	1.12688
10.0982	1.12722
10.0973	1.12706
10.0966	1.12685
10.0962	1.12672
10.0963	1.12669
10.0955	1.12658
10.0955	1.12658
10.0952	1.12648
10.0952	1.12648
10.0952	1.12648
10.0957	1.1267
10.0957	1.1267
10.0966	1.12677
10.0969	1.12691
10.0961	1.12665
10.0962	1.12661
10.0963	1.12676
10.0964	1.12665
10.0969	1.12687
10.0969	1.12687
10.0966	1.12677
10.096	1.12676
10.0967	1.12691
10.0963	1.1267
10.0962	1.12663
10.097	1.12686
10.0972	1.12694
10.0979	1.127
10.0978	1.12714
10.0978	1.12714
10.0982	1.12722
10.0974	1.12698
10.0972	1.12701
10.0976	1.12711
10.0976	1.12711
10.0981	1.12726
10.0991	1.12728
10.0984	1.12725
10.0984	1.12728
10.0984	1.12728
10.0984	1.12728
10.0982	1.12726
10.0981	1.12704
10.0978	1.127
10.098	1.12714
10.099	1.12729
